class_id,class_name,collection_id,collection_description,property_id,property,property_description,models_used,total_models,fraction,models_list
70,Constraint,399,set of Constraints on the Gas Pipeline,2446,Units Built in Year Coefficient,Coefficient of number of units built in the year constraint,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,410,set of Constraints on the Gas Node,2507,Units Built in Year Coefficient,Coefficient of number of units built in the year constraint,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,423,set of Constraints on the Gas Storage,2651,Units Built in Year Coefficient,Coefficient of number of units built in the year constraint,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,446,set of Constraints on the Gas Basin,2726,Units Built in Year Coefficient,Coefficient of number of gas field units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,473,set of Constraints on the Gas Contract,2797,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,507,set of Constraints on the Water Plant,2908,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,516,set of Constraints on the Water Pipeline,2980,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,525,set of Constraints on the Water Node,3017,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,532,set of Constraints on the Water Storage,3096,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,597,set of Constraints on the Commodity,3410,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,621,set of Constraints on the Facility,3617,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,643,set of Constraints on the Flow Node,3749,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,650,set of Constraints on the Flow Path,3818,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
70,Constraint,656,set of Constraints on the Flow Storage,3923,Units Built in Year Coefficient,Coefficient of number of units built in the year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
17,Cournot,16,Gas Pipeline objects,706,Flow Charge,Incremental cost of extracting gas at the pipeline receiving node,1,16,0.0625,['European Integrated Power & Gas Model']
17,Cournot,16,Gas Pipeline objects,707,Flow Charge Back,Incremental cost of extracting gas at the pipeline sending node,1,16,0.0625,['European Integrated Power & Gas Model']
17,Cournot,16,Gas Pipeline objects,698,Max Flow Back Day,Maximum quantity of gas that can be extracted at the pipeline sending node each day,1,16,0.0625,['European Integrated Power & Gas Model']
17,Cournot,16,Gas Pipeline objects,692,Max Flow Day,Maximum quantity of gas that can be extracted at the pipeline receiving node each day,1,16,0.0625,['European Integrated Power & Gas Model']
74,Data File,688,Data File objects,4120,Base Profile,Base profile for use in creating new profiles,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
74,Data File,718,Data File objects,4451,Base Profile,Base profile for use in creating new profiles,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
74,Data File,688,Data File objects,4121,Energy,Energy of the created profile,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
74,Data File,718,Data File objects,4452,Energy,Energy of the created profile,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
74,Data File,688,Data File objects,4118,Filename,Data file used in the simulation,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
74,Data File,688,Data File objects,4119,Filename,Data file used in the simulation,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
74,Data File,718,Data File objects,4450,Filename,Data file used in the simulation,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
74,Data File,718,Data File objects,4455,Holiday,Flag for holiday period that must be preserved,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
74,Data File,727,Decision Variable objects,4644,Lower Bound,Lower bound of the generic decision variable,1,16,0.0625,['CAISOSA25 20250505']
74,Data File,688,Data File objects,4122,Maximum,Maximum value of the created profile,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
74,Data File,718,Data File objects,4453,Maximum,Maximum value of the created profile,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
74,Data File,727,Decision Variable objects,4638,Objective Function Coefficient,Objective function value of the generic decision variable,1,16,0.0625,['CAISOSA25 20250505']
74,Data File,727,Decision Variable objects,4640,Objective Function Coefficient Day,Objective function value of the generic decision variable in each day,1,16,0.0625,['CAISOSA25 20250505']
74,Data File,727,Decision Variable objects,4645,Upper Bound,Upper bound of the generic decision variable,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,102,set of Constraints on the Storage,1212,End Volume Coefficient,Coefficient of storage end volume.,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,420,set of Constraints on the Gas Field,2523,End Volume Coefficient,Coefficient of gas field end volume,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,440,set of Constraints on the Gas Pipeline,2809,End Volume Coefficient,Coefficient of gas in storage.,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,466,set of Constraints on the Gas Storage,3030,End Volume Coefficient,Coefficient of storage end volume.,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,578,set of Constraints on the Water Storage,3534,End Volume Coefficient,Coefficient of storage end volume.,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,326,set of Constraints on the Line,2062,Flow Back Coefficient,Coefficient of counter-reference direction flow,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,354,set of Constraints on the Interface,2233,Flow Back Coefficient,Coefficient of counter-reference direction flow,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,440,set of Constraints on the Gas Pipeline,2812,Flow Back Coefficient,Coefficient of gas pipeline flow at the sending node,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,562,set of Constraints on the Water Pipeline,3417,Flow Back Coefficient,Coefficient of Water Pipeline flow at the sending node,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,699,set of Constraints on the Flow Path,4358,Flow Back Coefficient,Coefficient of Flow Path flow at the sending node,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,111,set of Constraints on the Waterway,1255,Flow Coefficient,Coefficient of waterway flow.,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,326,set of Constraints on the Line,2060,Flow Coefficient,Coefficient of flow,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,340,set of Constraints on the Transformer,2152,Flow Coefficient,Coefficient of transformer flow equation,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,354,set of Constraints on the Interface,2231,Flow Coefficient,Coefficient of flow,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,440,set of Constraints on the Gas Pipeline,2810,Flow Coefficient,Coefficient of gas pipeline flow in the constraint,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,452,set of Constraints on the Gas Node,2880,Flow Coefficient,Coefficient of gas Node flow in the constraint,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,562,set of Constraints on the Water Pipeline,3415,Flow Coefficient,Coefficient of Water Pipeline flow,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,571,set of Constraints on the Water Node,3458,Flow Coefficient,Coefficient of water node flow,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,691,set of Constraints on the Flow Node,4285,Flow Coefficient,Coefficient of Flow Node flow,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,699,set of Constraints on the Flow Path,4356,Flow Coefficient,Coefficient of Flow Path flow,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,32,set of Constraints on the Generator,401,Generation Coefficient,Coefficient of generation,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,54,set of Constraints on the Fuel,635,Generation Coefficient,Coefficient of generation with given fuel,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,91,set of Constraints on the Battery,1032,Generation Coefficient,Coefficient of generation,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,151,set of Constraints on the Physical Contract,1368,Generation Coefficient,Coefficient of cleared generation offers,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,239,set of Constraints on the Region,1711,Generation Coefficient,Coefficient of region generation,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,291,set of Constraints on the Zone,1842,Generation Coefficient,Coefficient of zone generation,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,308,set of Constraints on the Node,1938,Generation Coefficient,Coefficient of node generation,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,372,set of Constraints on the Hub,2257,Generation Coefficient,Coefficient of hub generation,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,613,set of Constraints on the Vehicle,3696,Generation Coefficient,Coefficient of generation from vehicle to grid,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,621,set of Constraints on the Charging Station,3762,Generation Coefficient,Generation Coefficient,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,638,set of Constraints on the Company,3793,Generation Coefficient,Coefficient of company generation,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,78,set of Constraints on the Power2X,802,Load Coefficient,Coefficient of load drawn by the facility,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,91,set of Constraints on the Battery,1033,Load Coefficient,Coefficient of load consumption (charging) in the constraint,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,151,set of Constraints on the Physical Contract,1367,Load Coefficient,Coefficient of cleared load bids,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,159,set of Constraints on the Purchaser,1432,Load Coefficient,Coefficient of purchaser demand,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,239,set of Constraints on the Region,1709,Load Coefficient,Coefficient of region load,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,291,set of Constraints on the Zone,1840,Load Coefficient,Coefficient of zone load,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,308,set of Constraints on the Node,1937,Load Coefficient,Coefficient of node load,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,372,set of Constraints on the Hub,2256,Load Coefficient,Coefficient of hub load,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,613,set of Constraints on the Vehicle,3695,Load Coefficient,Coefficient of load drawn by vehicle charging,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,621,set of Constraints on the Charging Station,3761,Load Coefficient,Load Coefficient,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,720,Constraint objects,4606,Penalty Price,Price for violating the constraint where the special value of -1 indicates that no violation is allowed.,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,720,Constraint objects,4605,Penalty Quantity,Penalty quantity,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,720,Constraint objects,4597,RHS,Constraint RHS constant,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,720,Constraint objects,4599,RHS Day,Right hand side each day (000),1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,32,set of Constraints on the Generator,460,Rated Capacity Coefficient,Coefficient of capacity as measured by Rating,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,32,set of Constraints on the Generator,430,Reserve Provision Coefficient,Coefficient of total reserve provision (from all types),1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,78,set of Constraints on the Power2X,804,Reserve Provision Coefficient,Coefficient of total reserve provision (from all types),1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,91,set of Constraints on the Battery,1041,Reserve Provision Coefficient,Coefficient of total reserve provision (from all types),1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,159,set of Constraints on the Purchaser,1434,Reserve Provision Coefficient,Coefficient of reserve provision,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,720,Constraint objects,4582,Sense,"Constraint sense (less than or equal to, equal to, greater than or equal to)",1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,32,set of Constraints on the Generator,407,Units Generating Coefficient,Coefficient on the number of units generating,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,151,set of Constraints on the Physical Contract,1369,Units Generating Coefficient,"Coefficient of 0,1 value indicating if the physical contracting is generating.",1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,394,set of Constraints on the Heat Plant,2326,Units Generating Coefficient,Coefficient on the number of units generating,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,32,set of Constraints on the Generator,420,Units Pumping Coefficient,Coefficient on the number of units pumping,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,32,set of Constraints on the Generator,408,Units Started Coefficient,Coefficient on the number of unit start,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,78,set of Constraints on the Power2X,800,Units Started Coefficient,Coefficient on the number of unit start,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,429,set of Constraints on the Gas Plant,2672,Units Started Coefficient,Coefficient on the number of unit starts,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,606,set of Constraints on the Water Pumps,3604,Units Started Coefficient,Coefficient on the number of unit start,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,668,set of Constraints on the Facility,4135,Units Started Coefficient,Coefficient on the number of units started,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,239,set of Constraints on the Region,1715,Unserved Energy Coefficient,Coefficient of unserved energy,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,291,set of Constraints on the Zone,1846,Unserved Energy Coefficient,Coefficient of unserved energy,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,308,set of Constraints on the Node,1939,Unserved Energy Coefficient,Coefficient of unserved energy,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,638,set of Constraints on the Company,3796,Unserved Energy Coefficient,Coefficient of unserved energy,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,730,set of Constraints on the Decision Variable,4651,Value Coefficient,Coefficient of Decision Variable value,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,731,Constraint that defines the Decision Variable value,4653,Value Coefficient,Coefficient of Decision Variable value in definition Constraint,1,16,0.0625,['CAISOSA25 20250505']
72,Decision Variable,742,set of Constraints on the Variable,4720,Value Coefficient,Coefficient of the variable value in the constraint,1,16,0.0625,['CAISOSA25 20250505']
10,Emission,106,Waterway objects,1243,Max Flow,Maximum flow limit,1,16,0.0625,['CAISOSA25 20250505']
10,Emission,106,Waterway objects,1247,Max Flow Penalty,Penalty for violating the [Max Flow] constraint.,1,16,0.0625,['CAISOSA25 20250505']
10,Emission,106,Emission objects,1113,Price,Price charged per unit of emission (accounting only),3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
10,Emission,108,Emission objects,1194,Price,Price charged per unit of emission (accounting only),1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
10,Emission,106,Emission objects,1114,Shadow Price,Shadow price (marginal cost) of emissions,4,16,0.25,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model', 'PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']"
10,Emission,108,Emission objects,1195,Shadow Price,Shadow price (marginal cost) of emissions,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
58,Fleet,405,Market objects,1914,Base Quantity,Expected clearing point on market demand function,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
58,Fleet,405,Market objects,1905,Demand Curve,Flag if the input multi-band Price/Quantity pairs are points on a demand curve; or incremental demand blocks.,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
58,Fleet,405,Market objects,1904,Is Marginal,Flag if the market sets price on a marginal price basis; rather than block-by-block settlement.,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
58,Fleet,405,Market objects,1934,Max Purchases,Maximum purchase from the market,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
58,Fleet,405,Market objects,1932,Max Sales,Maximum sales to the market,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
58,Fleet,405,Market objects,1910,Price,Price point on market demand function,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
58,Fleet,405,Market objects,1913,Quantity,Quantity point in market demand function,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
64,Flow Network,523,Variable objects,2727,Profile,Sample profile of variable values,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
64,Flow Network,523,Variable objects,2716,Sampling Method,Sampling method applied to the variable,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
65,Flow Node,540,Timeslice objects,2800,Include,If the timeslice includes the period,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
4,Fuel,8,fuels available for starting units,357,Offtake at Start,Fuel required to start a unit,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
4,Fuel,8,fuels available for starting units,365,Offtake at Start,Fuel required to start a unit,1,16,0.0625,['CAISOSA25 20250505']
4,Fuel,373,fuels available for starting units,2224,Offtake at Start,Fuel required to start a unit,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
4,Fuel,389,fuels available for starting units,2324,Offtake at Start,Fuel required to start a unit,1,16,0.0625,['CAISOSA25 20250505']
4,Fuel,39,Fuel objects,541,Price,Fuel price,4,16,0.25,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model', 'PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']"
4,Fuel,40,Fuel objects,572,Price,Fuel price,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
4,Fuel,40,Fuel objects,580,Price,Fuel price,1,16,0.0625,['CAISOSA25 20250505']
4,Fuel,110,set of fuels that produce the emission,1138,Production Rate,Emissions produced per unit of energy,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
4,Fuel,112,set of fuels that produce the emission,1219,Production Rate,Emissions produced per unit of energy,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
4,Fuel,117,set of fuels that produce the emission,1287,Production Rate,Emissions produced per unit of energy,1,16,0.0625,['CAISOSA25 20250505']
4,Fuel,7,set of fuels used by the generator,338,Ratio,Fixed fuel mix ratio,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
4,Fuel,68,The set of fuels produced by the facility,766,Ratio,Proportion of this fuel produced,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
4,Fuel,372,set of fuels consumed,2215,Ratio,Fixed fuel mix ratio,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
4,Fuel,39,Fuel objects,542,Tax,Fuel tax,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
4,Fuel,39,Fuel objects,540,Units,Flag if fuel exists,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
5,Fuel Contract,4,Emission objects,335,Price,Price charged per unit of emission (accounting only),3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
5,Fuel Contract,31,Emission objects,383,Price,Price charged per unit of emission (accounting only),1,16,0.0625,['CAISOIRP23Stochastic 20240517']
5,Fuel Contract,422,set of Emission objects involved in the Constraint,2051,Production Coefficient,Coefficient of emissions produced,3,16,0.1875,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Step Change ISP Model']"
5,Fuel Contract,468,set of Emission objects involved in the Objective,2426,Production Coefficient,Coefficient of emissions produced,3,16,0.1875,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Step Change ISP Model']"
5,Fuel Contract,4,Emission objects,336,Shadow Price,Shadow price (marginal cost) of emissions,1,16,0.0625,['European Integrated Power & Gas Model']
5,Fuel Contract,4,Emission objects,343,Shadow Price,Shadow price (marginal cost) of emissions,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
5,Fuel Contract,31,Emission objects,391,Shadow Price,Shadow price (marginal cost) of emissions,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
47,Gas Capacity Release Offer,46,Constraint objects,1459,Decomposition Method,Method used to decompose constraints between MT and ST Schedule,1,16,0.0625,['CAISOIRP21 0130']
47,Gas Capacity Release Offer,333,Interface objects,1763,Max Flow,Maximum flow on interface,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
47,Gas Capacity Release Offer,333,Interface objects,1762,Min Flow,Minimum flow on interface,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
47,Gas Capacity Release Offer,46,Constraint objects,1470,Penalty Price,Penalty price where a negative value indicates a hard constraint.,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
47,Gas Capacity Release Offer,46,Constraint objects,1469,Penalty Quantity,Penalty quantity,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
47,Gas Capacity Release Offer,46,Constraint objects,1462,RHS,Right hand side,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
47,Gas Capacity Release Offer,46,Constraint objects,1464,RHS Day,Right hand side each day (000),3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
47,Gas Capacity Release Offer,46,Constraint objects,1466,RHS Month,Right hand side each month (000),3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
47,Gas Capacity Release Offer,46,Constraint objects,1450,Sense,"Constraint sense (≤,=,≥)",3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
44,Gas Contract,317,MLF objects,1709,Flow Coefficient,Coefficient on line flow,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
44,Gas Contract,317,MLF objects,1708,Intercept,Intercept of the MLF equation,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
41,Gas DSM Program,297,Node objects,1594,Load,Load,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
41,Gas DSM Program,451,set of Node objects involved in the Constraint,2273,Load Coefficient,Coefficient of node load,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
41,Gas DSM Program,494,set of Node objects involved in the Objective,2625,Load Coefficient,Coefficient of node load,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
41,Gas DSM Program,534,set of Node objects that define when the Variable is active,2788,Load Coefficient,Coefficient of node demand in condition,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
41,Gas DSM Program,297,Node objects,1591,Voltage,Voltage,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
40,Gas Demand,266,Zone objects,1566,Min Capacity Reserves,Minimum capacity reserves,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
38,Gas Node,240,Region objects,1517,DSP Bid Price,Bid price for demand-side participation,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
38,Gas Node,240,Region objects,1516,DSP Bid Quantity,Bid quantity for demand-side participation,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
38,Gas Node,240,Region objects,1454,Generator Settlement Model,Model used to determine price paid to generators.,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
38,Gas Node,240,Region objects,1501,Load,Load,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
38,Gas Node,320,set of regions whose demand appears in the MLF equation,1710,Load Coefficient,Coefficient of region demand in the MLF equation,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
38,Gas Node,449,set of Region objects involved in the Constraint,2233,Load Coefficient,Coefficient of region load,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
38,Gas Node,492,set of Region objects involved in the Objective,2585,Load Coefficient,Coefficient of region load,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
38,Gas Node,532,set of Region objects that define when the Variable is active,2781,Load Coefficient,Coefficient of region demand in condition,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
38,Gas Node,240,Region objects,1476,Load Includes Losses,Flag if input load includes transmission losses,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
38,Gas Node,240,Region objects,1475,Load Metering Point,Metering point for input loads in the region,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
