class_id,class_name,collection_id,collection_description,property_id,property,property_description,filename,used
2,Generator,353,set of Generator objects that define when the Variable is active,1991,Units Started Coefficient,Coefficient on the number of unit starts,CAISOIRP21 0130,True
2,Generator,353,set of Generator objects that define when the Variable is active,1992,Units Sync Cond Coefficient,Coefficient of number of units running in synchronous condenser mode,CAISOIRP21 0130,False
2,Generator,353,set of Generator objects that define when the Variable is active,1993,Units Out Coefficient,Coefficient on the number of units out of service,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,264,Decomposition Method,Method used to pass the optimal stockpile trajectory from one simulation phase to the next.,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1563,Mutually Exclusive,If the Fuel cannot be mixed with other Fuels associated with this Generator.,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1569,Is Available,If the fuel is available for use by the generator,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,269,Decomposition Bound Penalty,Penalty applied to violation of stockpile bounds when the decomposition implies possible violations.,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,270,Units,Flag if fuel exists,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,275,Heat Value,Heat value of fuel,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,293,Opening Inventory,Initial fuel in the stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,299,Max Withdrawal,Maximum amount of fuel that can be taken from stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,300,Max Withdrawal Hour,Maximum amount of fuel that can be taken from stockpile in a hour,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,301,Max Withdrawal Day,Maximum amount of fuel that can be taken from stockpile in a day,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,302,Max Withdrawal Week,Maximum amount of fuel that can be taken from stockpile in a week,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,303,Max Withdrawal Month,Maximum amount of fuel that can be taken from stockpile in a month,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,304,Max Withdrawal Year,Maximum amount of fuel that can be taken from stockpile in a year,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,305,Min Withdrawal,Amount of fuel that must be taken from stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,306,Min Withdrawal Hour,Amount of fuel that must be taken from stockpile each hour,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,307,Min Withdrawal Day,Amount of fuel that must be taken from stockpile each day,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,308,Min Withdrawal Week,Amount of fuel that must be taken from stockpile each week,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,309,Min Withdrawal Month,Amount of fuel that must be taken from stockpile each month,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,310,Min Withdrawal Year,Amount of fuel that must be taken from stockpile each year,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1564,Ratio,Fixed fuel mix ratio,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1565,Min Ratio,Minimum fuel mix ratio,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1566,Max Ratio,Maximum fuel mix ratio,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1567,Max Input,Maximum amount of fuel input to generator,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1570,Heat Rate Scalar,Scalar on base generator heat rate function,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1578,Decoupling Time,Number of hours Fuel can’t be used for Generation after a shutdown,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1579,Coupling Time,Number of hours Fuel has to be used after a start-up,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1581,Offer Quantity,MW offer in band,CAISOIRP21 0130,False
3,Power Station,117,fuels available for starting units,1583,Offtake at Start,Fuel required to start a unit,CAISOIRP21 0130,True
3,Power Station,2,Fuel objects,263,Balance Period,Frequency of storage balance,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,265,Decomposition Penalty a,Decomposition stockpile target penalty function 'a' term.,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,266,Decomposition Penalty b,Decomposition stockpile target penalty function 'b' term.,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,267,Decomposition Penalty c,Decomposition stockpile target penalty function 'c' term.,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,268,Decomposition Penalty x,Decomposition stockpile target penalty function 'x' term.,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,271,Price,Fuel price,CAISOIRP21 0130,True
3,Power Station,2,Fuel objects,272,Tax,Fuel tax,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,273,Price Incr,Increment to the price of the fuel,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,274,Price Scalar,Multiplier on the price of the fuel,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,276,Max Offtake,Maximum fuel offtake per interval,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,277,Max Offtake Hour,Maximum fuel offtake in hour,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,278,Max Offtake Day,Maximum fuel offtake in day,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,279,Max Offtake Week,Maximum fuel offtake in week,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,280,Max Offtake Month,Maximum fuel offtake in month,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,281,Max Offtake Year,Maximum fuel offtake in year,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,282,Min Offtake,Minimum fuel offtake per interval,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,283,Min Offtake Hour,Minimum fuel offtake in hour,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,284,Min Offtake Day,Minimum fuel offtake in day,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,285,Min Offtake Week,Minimum fuel offtake in week,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,286,Min Offtake Month,Minimum fuel offtake in month,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,287,Min Offtake Year,Minimum fuel offtake in year,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,288,Shadow Price,"Shadow price of fuel (if defined as input, sets the internal price for fuel)",CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,289,Shadow Price Incr,Increment to the shadow price of the fuel (use only when Shadow Price is defined),CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,290,Shadow Price Scalar,Multiplier on the shadow price of the fuel (use only when Shadow Price is defined),CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,291,Max Inventory,Maximum fuel allowed in stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,292,Min Inventory,Minimum fuel required in stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,294,Delivery,Fuel delivered to the stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,295,Delivery Charge,Cost of delivering fuel to the stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,296,Inventory Charge,Cost applied to closing inventory in the stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,297,Reservation Charge,Cost applied to unused inventory capacity in the stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,298,Withdrawal Charge,Incremental cost of taking fuel from stockpile,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,311,FO&M Charge,Annual fixed operation and maintenance charge,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1562,Transport Charge,Cost of transporting the fuel to the generator,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1568,Rating,Rating of generating units when running this fuel,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1571,Heat Rate Base,Constant term in fuel use function (no-load cost),CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1572,Heat Rate,Heat-rate at load point (used with Load Point) or 'b' in the heat input function,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1573,Heat Rate Incr,Average marginal heat-rate in band,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1574,Heat Rate Incr2,Second-order polynomial term in unit fuel use function,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1575,Heat Rate Incr3,Third-order polynomial term in unit fuel use function,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1576,Transition Cost Down,Cost required for Fuel Transition shutdown process (surplus over Production Offtake).,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1577,Transition Cost Up,Cost required for Fuel Transition start-up process (surplus over Production Offtake).,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1580,Emission Scalar,Scalar on emissions from this generator and fuel combination,CAISOIRP21 0130,False
3,Power Station,116,set of fuels used by the generator,1582,Offer Price,Price of energy in band,CAISOIRP21 0130,False
3,Power Station,117,fuels available for starting units,1584,Transport Charge,Cost of transporting the fuel to the generator,CAISOIRP21 0130,False
3,Power Station,117,fuels available for starting units,1585,Emission Scalar,Scalar on emissions from this generator and start fuel combination,CAISOIRP21 0130,False
3,Power Station,134,set of fuels that produce the emission,1593,Production Rate,Emissions produced per unit of energy,CAISOIRP21 0130,True
3,Power Station,140,set of consumables that are used by the abatement technology,1613,Consumption Base,Consumption at notional zero generation level,CAISOIRP21 0130,False
3,Power Station,140,set of consumables that are used by the abatement technology,1614,Consumption Incr,Incremental consumption as a function of generation,CAISOIRP21 0130,False
3,Power Station,312,set of Fuel objects involved in the Constraint,1753,Emission Coefficient,Coefficient of fuel emission,CAISOIRP21 0130,False
3,Power Station,312,set of Fuel objects involved in the Constraint,1754,In Use Coefficient,"Boolean value (1 if the Fuel is in use, 0 otherwise)",CAISOIRP21 0130,False
3,Power Station,312,set of Fuel objects involved in the Constraint,1755,Closing Inventory Coefficient,Coefficient of fuel stockpile closing inventory.,CAISOIRP21 0130,False
3,Power Station,312,set of Fuel objects involved in the Constraint,1756,Inventory Change Coefficient,Coefficient of change in fuel stockpile level.,CAISOIRP21 0130,False
3,Power Station,312,set of Fuel objects involved in the Constraint,1757,Delivery Coefficient,Coefficient of delivery to fuel stockpile.,CAISOIRP21 0130,False
3,Power Station,312,set of Fuel objects involved in the Constraint,1758,Withdrawal Coefficient,Coefficient of withdrawal from fuel stockpile.,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,312,x,Value to pass-through to solution,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,313,y,Value to pass-through to solution,CAISOIRP21 0130,False
3,Power Station,2,Fuel objects,314,z,Value to pass-through to solution,CAISOIRP21 0130,False
3,Power Station,312,set of Fuel objects involved in the Constraint,1752,Offtake Coefficient,Coefficient of fuel offtake,CAISOIRP21 0130,False
3,Power Station,312,set of Fuel objects involved in the Constraint,1759,Generation Coefficient,Coefficient of generation with given fuel,CAISOIRP21 0130,False
3,Power Station,354,set of Fuel objects that define when the Variable is active,1994,Offtake Coefficient,Coefficient of fuel offtake,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,315,Quantity,Contract quantity,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,316,Quantity Hour,Total contract quantity in hour,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,317,Quantity Day,Total contract quantity in day,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,318,Quantity Week,Total contract quantity in week,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,319,Quantity Month,Total contract quantity in month,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,320,Quantity Year,Total contract quantity in year,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,321,Price,Contract price,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,322,Price Incr,Increment to the price of the fuel contract.,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,323,Price Scalar,Multiplier on the price of the fuel contract.,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,324,Take-or-Pay Quantity,Contract take-or-pay quantity,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,325,Take-or-Pay Quantity Hour,Contract take-or-pay quantity in hour,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,326,Take-or-Pay Quantity Day,Contract take-or-pay quantity in day,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,327,Take-or-Pay Quantity Week,Contract take-or-pay quantity in week,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,328,Take-or-Pay Quantity Month,Contract take-or-pay quantity in month,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,329,Take-or-Pay Quantity Year,Contract take-or-pay quantity in year,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,330,Take-or-Pay Price,Contract take-or-pay price,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,331,FO&M Charge,Annual fixed charge for the fuel contract,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,332,x,Value to pass-through to solution,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,333,y,Value to pass-through to solution,CAISOIRP21 0130,False
4,Fuel,3,Fuel Contract objects,334,z,Value to pass-through to solution,CAISOIRP21 0130,False
4,Fuel,313,set of Fuel Contract objects involved in the Constraint,1760,Offtake Coefficient,Coefficient of fuel contract offtake,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,335,Price,Price charged per unit of emission (accounting only),CAISOIRP21 0130,True
5,Fuel Contract,4,Emission objects,336,Max Production,Maximum emission production per interval,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,337,Max Production Hour,Maximum emission production in hour,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,338,Max Production Day,Maximum emission production in day,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,339,Max Production Week,Maximum emission production in week,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,340,Max Production Month,Maximum emission production in month,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,341,Max Production Year,Maximum emission production in year,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,342,Max Production Penalty,Penalty for violation of [Max Production] constraints.,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,343,Shadow Price,Shadow price (marginal cost) of emissions,CAISOIRP21 0130,True
5,Fuel Contract,139,set of emissions that are removed by this abatement technology,1610,Abatement Cost,Cost per unit of emission removed for this emission,CAISOIRP21 0130,False
5,Fuel Contract,139,set of emissions that are removed by this abatement technology,1611,Efficiency,Efficiency of emission abatement at notional zero generation level for this emission,CAISOIRP21 0130,False
5,Fuel Contract,139,set of emissions that are removed by this abatement technology,1612,Max Abatement,Maximum emission abatement rate for this emission,CAISOIRP21 0130,False
5,Fuel Contract,281,set of emissions produced by the company,1674,Allocation,Emission rights allocation,CAISOIRP21 0130,False
5,Fuel Contract,281,set of emissions produced by the company,1675,Allocation Hour,Emission rights allocation,CAISOIRP21 0130,False
5,Fuel Contract,281,set of emissions produced by the company,1676,Allocation Day,Emission rights allocation,CAISOIRP21 0130,False
5,Fuel Contract,281,set of emissions produced by the company,1677,Allocation Week,Emission rights allocation,CAISOIRP21 0130,False
5,Fuel Contract,281,set of emissions produced by the company,1678,Allocation Month,Emission rights allocation,CAISOIRP21 0130,False
5,Fuel Contract,281,set of emissions produced by the company,1679,Allocation Year,Emission rights allocation,CAISOIRP21 0130,False
5,Fuel Contract,314,set of Emission objects involved in the Constraint,1761,Production Coefficient,Coefficient of emissions produced,CAISOIRP21 0130,False
5,Fuel Contract,314,set of Emission objects involved in the Constraint,1762,Abatement Coefficient,Coefficient of emissions abated,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,344,x,Value to pass-through to solution,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,345,y,Value to pass-through to solution,CAISOIRP21 0130,False
5,Fuel Contract,4,Emission objects,346,z,Value to pass-through to solution,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,347,Units,Flag if emission abatement technology is installed,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,354,Units Out,Flag if emission abatement technology is out-of-service,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,348,Abatement Cost,Cost per unit of emission removed,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,349,Running Cost,Fixed cost of running emission abatement when generators are on-line,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,350,VO&M Charge,Cost per unit of generation,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,351,Efficiency,Efficiency of emission abatement,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,352,Max Abatement,Maximum emission abatement rate,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,353,FO&M Charge,Annual fixed charge for emission abatement technology,CAISOIRP21 0130,False
6,Power2X,315,set of Abatement objects involved in the Constraint,1763,Abatement Coefficient,Coefficient of emissions abated,CAISOIRP21 0130,False
6,Power2X,315,set of Abatement objects involved in the Constraint,1764,Operating Hours Coefficient,Coefficient of number of hours the emission abatement technology is running,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,355,x,Value to pass-through to solution,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,356,y,Value to pass-through to solution,CAISOIRP21 0130,False
6,Power2X,5,Abatement objects,357,z,Value to pass-through to solution,CAISOIRP21 0130,False
7,Battery,6,Storage objects,358,Model,Model used to define and model storage volumes (used to override the file-level Hydro Model setting).,CAISOIRP21 0130,False
7,Battery,6,Storage objects,361,End Effects Method,Method used to handle end-of-period storage.,CAISOIRP21 0130,True
7,Battery,6,Storage objects,362,Decomposition Method,Method used to pass the optimal storage trajectory from one simulation phase to the next.,CAISOIRP21 0130,True
7,Battery,6,Storage objects,368,Enforce Bounds,If the storage bounds are enforced.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,360,Internal Volume Scalar,Storage volume scaling factor used internal to the mathematical program.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,367,Decomposition Bound Penalty,Penalty applied to violation of storage bounds when the decomposition implies possible violations.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,369,Spill Penalty,"Penalty applied to spill from the storage to ""the sea"" in the last period of each simulation step.",CAISOIRP21 0130,False
7,Battery,6,Storage objects,372,Units,Flag if Storage is in service,CAISOIRP21 0130,True
7,Battery,6,Storage objects,373,Max Volume,Maximum volume,CAISOIRP21 0130,True
7,Battery,6,Storage objects,374,Initial Volume,Storage volume at the start of the period,CAISOIRP21 0130,True
7,Battery,6,Storage objects,375,Min Volume,Minimum volume,CAISOIRP21 0130,True
7,Battery,6,Storage objects,376,Max Level,Maximum level,CAISOIRP21 0130,False
7,Battery,6,Storage objects,377,Initial Level,Initial level,CAISOIRP21 0130,False
7,Battery,6,Storage objects,378,Min Level,Minimum level,CAISOIRP21 0130,False
7,Battery,6,Storage objects,379,Low Ref Level,Low reference level for volume calculation,CAISOIRP21 0130,False
7,Battery,6,Storage objects,380,Low Ref Area,Area of surface at low reference level,CAISOIRP21 0130,False
7,Battery,6,Storage objects,381,High Ref Level,High reference level for volume calculation,CAISOIRP21 0130,False
7,Battery,6,Storage objects,382,High Ref Area,Area of surface at high reference level,CAISOIRP21 0130,False
7,Battery,6,Storage objects,387,Max Release,Maximum rate of release from the storage,CAISOIRP21 0130,False
7,Battery,6,Storage objects,388,Max Generator Release,Maximum rate of release for generation from the storage,CAISOIRP21 0130,False
7,Battery,6,Storage objects,389,Max Spill,"Maximum allowable spill from the storage to ""the sea""",CAISOIRP21 0130,True
7,Battery,6,Storage objects,390,Max Ramp,Maximum rate of change in storage,CAISOIRP21 0130,False
7,Battery,6,Storage objects,391,Max Ramp Hour,Maximum of change in storage across each hour.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,392,Max Ramp Day,Maximum of change in storage across each day.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,393,Max Ramp Week,Maximum of change in storage across each week.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,394,Max Ramp Month,Maximum of change in storage across each month.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,395,Max Ramp Year,Maximum of change in storage across each year.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,397,Target,storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,398,Target Hour,end of hour storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,399,Target Day,end of day storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,400,Target Week,end of week storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,401,Target Month,end of month storage target,CAISOIRP21 0130,True
7,Battery,6,Storage objects,402,Target Year,end of year storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,403,Target Level,storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,404,Target Level Hour,end of hour storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,405,Target Level Day,end of day storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,406,Target Level Week,end of week storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,407,Target Level Month,end of month storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,408,Target Level Year,end of year storage target,CAISOIRP21 0130,False
7,Battery,6,Storage objects,412,Trajectory Non-anticipativity Volume,Volume of violation of non-anticipativity constraints in band,CAISOIRP21 0130,False
7,Battery,6,Storage objects,413,Trajectory Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP21 0130,False
7,Battery,6,Storage objects,416,Water Value Point,Volume associated with [Water Value] or [Energy Value] in multiple bands.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,417,Downstream Efficiency,Aggregate efficiency of generation down the river chain,CAISOIRP21 0130,False
7,Battery,118,head storage for the generator,1586,Flow Factor,Units of storage received per unit of generation,CAISOIRP21 0130,False
7,Battery,118,head storage for the generator,1588,Efficiency Point,Storage percentage full associated with [Efficiency Scalar],CAISOIRP21 0130,False
7,Battery,119,tail storage for the generator,1590,Flow Factor,Units of storage received per unit of generation,CAISOIRP21 0130,False
7,Battery,6,Storage objects,359,Balance Period,Frequency of storage balance,CAISOIRP21 0130,False
7,Battery,6,Storage objects,363,Decomposition Penalty a,Decomposition storage target penalty function 'a' term.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,364,Decomposition Penalty b,Decomposition storage target penalty function 'b' term.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,365,Decomposition Penalty c,Decomposition storage target penalty function 'c' term.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,366,Decomposition Penalty x,Decomposition storage target penalty function 'x' term.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,370,Non-physical Inflow Penalty,Penalty applied to non-physical inflow to the storage. A value of -1 means non are allowed.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,371,Non-physical Spill Penalty,Penalty applied to non-physical spill from the storage. A value of -1 means non are allowed.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,383,Natural Inflow,Rate of natural inflow,CAISOIRP21 0130,True
7,Battery,6,Storage objects,384,Natural Inflow Incr,Increment to Natural Inflow,CAISOIRP21 0130,False
7,Battery,6,Storage objects,385,Natural Inflow Scalar,Multiplier on Natural Inflow,CAISOIRP21 0130,False
7,Battery,6,Storage objects,386,Min Release,Minimum rate of release from the storage,CAISOIRP21 0130,False
7,Battery,6,Storage objects,396,Max Ramp Penalty,Penalty for violating the [Max Ramp Day/Week/Month/Year] constraint.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,409,Target Penalty,Penalty for violating the target.,CAISOIRP21 0130,True
7,Battery,6,Storage objects,410,Recycle Penalty,Penalty for violating the recycling constraint.,CAISOIRP21 0130,False
7,Battery,6,Storage objects,411,Trajectory Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,CAISOIRP21 0130,False
7,Battery,6,Storage objects,414,Water Value,Incremental price of water released from storage,CAISOIRP21 0130,False
7,Battery,6,Storage objects,415,Energy Value,Incremental price of energy generated from storage,CAISOIRP21 0130,False
7,Battery,6,Storage objects,418,Loss Rate,"Rate of loss due to evaporation, leakage, etc",CAISOIRP21 0130,False
7,Battery,6,Storage objects,419,x,Value to pass-through to solution,CAISOIRP21 0130,False
7,Battery,6,Storage objects,420,y,Value to pass-through to solution,CAISOIRP21 0130,False
7,Battery,6,Storage objects,421,z,Value to pass-through to solution,CAISOIRP21 0130,False
7,Battery,118,head storage for the generator,1587,Flow at Start,The amount of water released when starting a generating unit.,CAISOIRP21 0130,False
7,Battery,118,head storage for the generator,1589,Efficiency Scalar,Generation efficiency scalar at the given [Efficiency Point],CAISOIRP21 0130,False
7,Battery,316,set of Storage objects involved in the Constraint,1765,End Volume Coefficient,Coefficient of storage end volume.,CAISOIRP21 0130,True
7,Battery,316,set of Storage objects involved in the Constraint,1766,End Level Coefficient,Coefficient of storage end level.,CAISOIRP21 0130,False
7,Battery,316,set of Storage objects involved in the Constraint,1767,Ramp Coefficient,Coefficient of change in storage end volume.,CAISOIRP21 0130,False
7,Battery,316,set of Storage objects involved in the Constraint,1768,Natural Inflow Coefficient,Coefficient of natural inflow,CAISOIRP21 0130,False
7,Battery,316,set of Storage objects involved in the Constraint,1769,Inflow Coefficient,Coefficient of inflow.,CAISOIRP21 0130,False
7,Battery,316,set of Storage objects involved in the Constraint,1770,Release Coefficient,Coefficient of release.,CAISOIRP21 0130,False
7,Battery,316,set of Storage objects involved in the Constraint,1771,Generator Release Coefficient,Coefficient of generator release.,CAISOIRP21 0130,False
7,Battery,316,set of Storage objects involved in the Constraint,1772,Spill Coefficient,Coefficient of spill.,CAISOIRP21 0130,False
7,Battery,316,set of Storage objects involved in the Constraint,1773,Hours Full Coefficient,Coefficient of the number of hours the storage is full.,CAISOIRP21 0130,False
7,Battery,361,set of Storage objects that define when the Variable is active,2010,End Volume Coefficient,Coefficient of the storage end volume in condition,CAISOIRP21 0130,True
7,Battery,361,set of Storage objects that define when the Variable is active,2011,Inflow Coefficient,Coefficient of inflow in condition,CAISOIRP21 0130,False
7,Battery,361,set of Storage objects that define when the Variable is active,2012,Release Coefficient,Coefficient of release in condition,CAISOIRP21 0130,False
7,Battery,361,set of Storage objects that define when the Variable is active,2013,Spill Coefficient,Coefficient of spill in condition,CAISOIRP21 0130,False
7,Battery,364,set of Storage objects defining Global data,2016,FCF Shadow Price,Shadow price of water in storage in Future Cost Function,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,423,Flow Control,"Waterway flow optimization method (0=economic, 1=flow when spilling only)",CAISOIRP21 0130,False
8,Storage,7,Waterway objects,422,Traversal Time,Time taken for flows to traverse the waterway,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,424,Max Flow,Maximum flow limit,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,425,Min Flow,Minimum flow limit,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,426,Initial Flow,Initial flow on the waterway for use in enforcing first period ramp constraint.,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,427,Max Ramp,Maximum change in flow,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,428,Max Flow Penalty,Penalty for violating the [Max Flow] constraint.,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,429,Min Flow Penalty,Penalty for violating the [Min Flow] constraint.,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,430,Max Ramp Penalty,Penalty for violating the [Max Ramp] constraint.,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,431,Input Scalar,Input flow scalar,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,432,Output Scalar,Output flow scalar,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,433,x,Value to pass-through to solution,CAISOIRP21 0130,False
8,Storage,7,Waterway objects,434,y,Value to pass-through to solution,CAISOIRP21 0130,False
